Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 6, 'n_head': 3, 'n_kv_head': 3, 'n_embd': 384, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 3,145,728
  value_embeds            : 9,437,184
  lm_head                 : 3,145,728
  transformer_matrices    : 10,617,120
  scalars                 : 12
  total                   : 26,345,772
Estimated FLOPs per token: 1.203258e+08
Scaling AdamW LRs by 1/sqrt(384/768) = 1.414214
Time budget: 300s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.011034 | lrm: 1.00 | dt: 6711ms | tok/sec: 4,882 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 01216 (53.5%) | loss: 3.531138 | lrm: 0.93 | dt: 134ms | tok/sec: 244,222 | mfu: 3.0% | epoch: 1 | remaining: 139s    
step 01217 (53.6%) | loss: 3.527047 | lrm: 0.93 | dt: 134ms | tok/sec: 244,725 | mfu: 3.0% | epoch: 1 | remaining: 139s    
step 01218 (53.6%) | loss: 3.532032 | lrm: 0.93 | dt: 134ms | tok/sec: 243,957 | mfu: 3.0% | epoch: 1 | remaining: 139s    
step 01219 (53.7%) | loss: 3.531150 | lrm: 0.93 | dt: 135ms | tok/sec: 243,259 | mfu: 3.0% | epoch: 1 | remaining: 139s    
step 01220 (53.7%) | loss: 3.518409 | lrm: 0.93 | dt: 135ms | tok/sec: 243,372 | mfu: 3.0% | epoch: 1 | remaining: 139s    
step 01221 (53.8%) | loss: 3.516797 | lrm: 0.92 | dt: 135ms | tok/sec: 243,298 | mfu: 3.0% | epoch: 1 | remaining: 139s    
step 01222 (53.8%) | loss: 3.520131 | lrm: 0.92 | dt: 135ms | tok/sec: 243,371 | mfu: 3.0% | epoch: 1 | remaining: 138s    
step 01223 (53.9%) | loss: 3.515557 | lrm: 0.92 | dt: 135ms | tok/sec: 243,337 | mfu: 3.0% | epoch: 1 | remaining: 138s    
step 01224 (53.9%) | loss: 3.519366 | lrm: 0.92 | dt: 134ms | tok/sec: 244,045 | mfu: 3.0% | epoch: 1 | remaining: 138s    
step 01225 (53.9%) | loss: 3.526862 | lrm: 0.92 | dt: 135ms | tok/sec: 243,266 | mfu: 3.0% | epoch: 1 | remaining: 138s    
step 01226 (54.0%) | loss: 3.521789 | lrm: 0.92 | dt: 135ms | tok/sec: 243,100 | mfu: 3.0% | epoch: 1 | remaining: 138s    
step 01227 (54.0%) | loss: 3.528724 | lrm: 0.92 | dt: 135ms | tok/sec: 242,990 | mfu: 3.0% | epoch: 1 | remaining: 138s    
step 01228 (54.1%) | loss: 3.521316 | lrm: 0.92 | dt: 135ms | tok/sec: 243,313 | mfu: 3.0% | epoch: 1 | remaining: 138s    
step 01229 (54.1%) | loss: 3.522689 | lrm: 0.92 | dt: 135ms | tok/sec: 242,925 | mfu: 3.0% | epoch: 1 | remaining: 138s    
step 01230 (54.2%) | loss: 3.515408 | lrm: 0.92 | dt: 135ms | tok/sec: 243,257 | mfu: 3.0% | epoch: 1 | remaining: 137s    
step 01231 (54.2%) | loss: 3.519720 | lrm: 0.92 | dt: 135ms | tok/sec: 243,343 | mfu: 3.0% | epoch: 1 | remaining: 137s    
step 01232 (54.3%) | loss: 3.517332 | lrm: 0.91 | dt: 135ms | tok/sec: 243,177 | mfu: 3.0% | epoch: 1 | remaining: 137s    
step 01233 (54.3%) | loss: 3.523998 | lrm: 0.91 | dt: 135ms | tok/sec: 243,322 | mfu: 3.0% | epoch: 1 | remaining: 137s    
step 01234 (54.3%) | loss: 3.512956 | lrm: 0.91 | dt: 135ms | tok/sec: 243,577 | mfu: 3.0% | epoch: 1 | remaining: 137s    
step 01235 (54.4%) | loss: 3.511406 | lrm: 0.91 | dt: 134ms | tok/sec: 243,631 | mfu: 3.0% | epoch: 1 | remaining: 137s    
step 01236 (54.4%) | loss: 3.528817 | lrm: 0.91 | dt: 135ms | tok/sec: 243,236 | mfu: 3.0% | epoch: 1 | remaining: 137s    
step 01237 (54.5%) | loss: 3.521214 | lrm: 0.91 | dt: 135ms | tok/sec: 243,614 | mfu: 3.0% | epoch: 1 | remaining: 136s    
step 01238 (54.5%) | loss: 3.537671 | lrm: 0.91 | dt: 135ms | tok/sec: 243,495 | mfu: 3.0% | epoch: 1 | remaining: 136s    
step 01239 (54.6%) | loss: 3.529639 | lrm: 0.91 | dt: 134ms | tok/sec: 243,674 | mfu: 3.0% | epoch: 1 | remaining: 136s    
step 01240 (54.6%) | loss: 3.542575 | lrm: 0.91 | dt: 135ms | tok/sec: 243,453 | mfu: 3.0% | epoch: 1 | remaining: 136s    
step 01241 (54.7%) | loss: 3.532324 | lrm: 0.91 | dt: 135ms | tok/sec: 243,583 | mfu: 3.0% | epoch: 1 | remaining: 136s    
step 01242 (54.7%) | loss: 3.536622 | lrm: 0.91 | dt: 135ms | tok/sec: 243,302 | mfu: 3.0% | epoch: 1 | remaining: 136s    
step 01243 (54.7%) | loss: 3.539222 | lrm: 0.91 | dt: 134ms | tok/sec: 244,134 | mfu: 3.0% | epoch: 1 | remaining: 136s    
step 01244 (54.8%) | loss: 3.527866 | lrm: 0.90 | dt: 135ms | tok/sec: 243,482 | mfu: 3.0% | epoch: 1 | remaining: 135s    
step 01245 (54.8%) | loss: 3.538634 | lrm: 0.90 | dt: 135ms | tok/sec: 243,231 | mfu: 3.0% | epoch: 1 | remaining: 135s    
step 01246 (54.9%) | loss: 3.537532 | lrm: 0.90 | dt: 135ms | tok/sec: 243,548 | mfu: 3.0% | epoch: 1 | remaining: 135s    
step 01247 (54.9%) | loss: 3.545527 | lrm: 0.90 | dt: 135ms | tok/sec: 243,427 | mfu: 3.0% | epoch: 1 | remaining: 135s    
step 01248 (55.0%) | loss: 3.543961 | lrm: 0.90 | dt: 135ms | tok/sec: 243,493 | mfu: 3.0% | epoch: 1 | remaining: 135s    
step 01249 (55.0%) | loss: 3.534656 | lrm: 0.90 | dt: 135ms | tok/sec: 243,400 | mfu: 3.0% | epoch: 1 | remaining: 135s    
step 01250 (55.1%) | loss: 3.541760 | lrm: 0.90 | dt: 135ms | tok/sec: 243,541 | mfu: 3.0% | epoch: 1 | remaining: 135s    
step 01251 (55.1%) | loss: 3.534792 | lrm: 0.90 | dt: 135ms | tok/sec: 242,950 | mfu: 3.0% | epoch: 1 | remaining: 135s    
step 01252 (55.2%) | loss: 3.563338 | lrm: 0.90 | dt: 135ms | tok/sec: 243,457 | mfu: 3.0% | epoch: 1 | remaining: 134s    
step 01253 (55.2%) | loss: 3.558508 | lrm: 0.90 | dt: 135ms | tok/sec: 243,205 | mfu: 3.0% | epoch: 1 | remaining: 134s    
step 01254 (55.2%) | loss: 3.555961 | lrm: 0.90 | dt: 135ms | tok/sec: 242,840 | mfu: 3.0% | epoch: 1 | remaining: 134s    
step 01255 (55.3%) | loss: 3.551283 | lrm: 0.89 | dt: 135ms | tok/sec: 243,057 | mfu: 3.0% | epoch: 1 | remaining: 134s    
step 01256 (55.3%) | loss: 3.531149 | lrm: 0.89 | dt: 135ms | tok/sec: 243,504 | mfu: 3.0% | epoch: 1 | remaining: 134s    
step 01257 (55.4%) | loss: 3.527723 | lrm: 0.89 | dt: 135ms | tok/sec: 243,220 | mfu: 3.0% | epoch: 1 | remaining: 134s    
step 01258 (55.4%) | loss: 3.527936 | lrm: 0.89 | dt: 134ms | tok/sec: 243,652 | mfu: 3.0% | epoch: 1 | remaining: 134s    
step 01259 (55.5%) | loss: 3.522072 | lrm: 0.89 | dt: 135ms | tok/sec: 243,299 | mfu: 3.0% | epoch: 1 | remaining: 133s    
step 01260 (55.5%) | loss: 3.530876 | lrm: 0.89 | dt: 134ms | tok/sec: 243,669 | mfu: 3.0% | epoch: 1 | remaining: 133s    
step 01261 (55.6%) | loss: 3.516964 | lrm: 0.89 | dt: 135ms | tok/sec: 243,461 | mfu: 3.0% | epoch: 1 | remaining: 133s    
step 01262 (55.6%) | loss: 3.507397 | lrm: 0.89 | dt: 134ms | tok/sec: 243,705 | mfu: 3.0% | epoch: 1 | remaining: 133s    
step 01263 (55.6%) | loss: 3.493457 | lrm: 0.89 | dt: 135ms | tok/sec: 243,423 | mfu: 3.0% | epoch: 1 | remaining: 133s    
step 01264 (55.7%) | loss: 3.482921 | lrm: 0.89 | dt: 135ms | tok/sec: 243,215 | mfu: 3.0% | epoch: 1 | remaining: 133s    
step 01265 (55.7%) | loss: 3.481655 | lrm: 0.89 | dt: 135ms | tok/sec: 243,409 | mfu: 3.0% | epoch: 1 | remaining: 133s    
step 01266 (55.8%) | loss: 3.485940 | lrm: 0.88 | dt: 134ms | tok/sec: 244,353 | mfu: 3.0% | epoch: 1 | remaining: 133s    
step 01267 (55.8%) | loss: 3.479631 | lrm: 0.88 | dt: 134ms | tok/sec: 243,673 | mfu: 3.0% | epoch: 1 | remaining: 132s    
step 01268 (55.9%) | loss: 3.482436 | lrm: 0.88 | dt: 135ms | tok/sec: 243,379 | mfu: 3.0% | epoch: 1 | remaining: 132s    
step 01269 (55.9%) | loss: 3.486459 | lrm: 0.88 | dt: 135ms | tok/sec: 243,594 | mfu: 3.0% | epoch: 1 | remaining: 132s    
step 01270 (56.0%) | loss: 3.489701 | lrm: 0.88 | dt: 135ms | tok/sec: 243,393 | mfu: 3.0% | epoch: 1 | remaining: 132s    
step 01271 (56.0%) | loss: 3.483125 | lrm: 0.88 | dt: 134ms | tok/sec: 243,689 | mfu: 3.0% | epoch: 1 | remaining: 132s    
step 01272 (56.1%) | loss: 3.475577 | lrm: 0.88 | dt: 135ms | tok/sec: 243,344 | mfu: 3.0% | epoch: 1 | remaining: 132s    
step 01273 (56.1%) | loss: 3.479534 | lrm: 0.88 | dt: 134ms | tok/sec: 243,823 | mfu: 3.0% | epoch: 1 | remaining: 132s    
step 01274 (56.1%) | loss: 3.482750 | lrm: 0.88 | dt: 135ms | tok/sec: 243,244 | mfu: 3.0% | epoch: 1 | remaining: 131s    
step 01275 (56.2%) | loss: 3.462418 | lrm: 0.88 | dt: 135ms | tok/sec: 243,383 | mfu: 3.0% | epoch: 1 | remaining: 131s    
step 01276 (56.2%) | loss: 3.462930 | lrm: 0.88 | dt: 135ms | tok/sec: 243,379 | mfu: 3.0% | epoch: 1 | remaining: 131s    
step 01277 (56.3%) | loss: 3.462392 | lrm: 0.87 | dt: 135ms | tok/sec: 243,246 | mfu: 3.0% | epoch: 1 | remaining: 131s    
step 01278 (56.3%) | loss: 3.491763 | lrm: 0.87 | dt: 135ms | tok/sec: 243,251 | mfu: 3.0% | epoch: 1 | remaining: 131s    
step 01279 (56.4%) | loss: 3.488739 | lrm: 0.87 | dt: 135ms | tok/sec: 243,373 | mfu: 3.0% | epoch: 1 | remaining: 131s    
step 01280 (56.4%) | loss: 3.485879 | lrm: 0.87 | dt: 135ms | tok/sec: 243,481 | mfu: 3.0% | epoch: 1 | remaining: 131s    
step 01281 (56.5%) | loss: 3.486088 | lrm: 0.87 | dt: 134ms | tok/sec: 244,037 | mfu: 3.0% | epoch: 1 | remaining: 131s    
step 01282 (56.5%) | loss: 3.493776 | lrm: 0.87 | dt: 135ms | tok/sec: 243,627 | mfu: 3.0% | epoch: 1 | remaining: 130s    
step 01283 (56.5%) | loss: 3.485968 | lrm: 0.87 | dt: 135ms | tok/sec: 242,793 | mfu: 3.0% | epoch: 1 | remaining: 130s    
step 01284 (56.6%) | loss: 3.483764 | lrm: 0.87 | dt: 134ms | tok/sec: 243,632 | mfu: 3.0% | epoch: 1 | remaining: 130s    
step 01285 (56.6%) | loss: 3.491838 | lrm: 0.87 | dt: 134ms | tok/sec: 244,229 | mfu: 3.0% | epoch: 1 | remaining: 130s    
step 01286 (56.7%) | loss: 3.480433 | lrm: 0.87 | dt: 135ms | tok/sec: 243,616 | mfu: 3.0% | epoch: 1 | remaining: 130s    
step 01287 (56.7%) | loss: 3.485204 | lrm: 0.87 | dt: 135ms | tok/sec: 243,361 | mfu: 3.0% | epoch: 1 | remaining: 130s    
step 01288 (56.8%) | loss: 3.472665 | lrm: 0.86 | dt: 135ms | tok/sec: 243,272 | mfu: 3.0% | epoch: 1 | remaining: 130s    
step 01289 (56.8%) | loss: 3.471700 | lrm: 0.86 | dt: 135ms | tok/sec: 242,905 | mfu: 3.0% | epoch: 1 | remaining: 129s    
step 01290 (56.9%) | loss: 3.474607 | lrm: 0.86 | dt: 135ms | tok/sec: 243,011 | mfu: 3.0% | epoch: 1 | remaining: 129s    
step 01291 (56.9%) | loss: 3.479378 | lrm: 0.86 | dt: 135ms | tok/sec: 243,527 | mfu: 3.0% | epoch: 1 | remaining: 129s    
step 01292 (56.9%) | loss: 3.474467 | lrm: 0.86 | dt: 134ms | tok/sec: 243,645 | mfu: 3.0% | epoch: 1 | remaining: 129s    
step 01293 (57.0%) | loss: 3.481554 | lrm: 0.86 | dt: 135ms | tok/sec: 242,952 | mfu: 3.0% | epoch: 1 | remaining: 129s    
step 01294 (57.0%) | loss: 3.488050 | lrm: 0.86 | dt: 135ms | tok/sec: 243,141 | mfu: 3.0% | epoch: 1 | remaining: 129s    
step 01295 (57.1%) | loss: 3.482448 | lrm: 0.86 | dt: 135ms | tok/sec: 243,007 | mfu: 3.0% | epoch: 1 | remaining: 129s    
step 01296 (57.1%) | loss: 3.481581 | lrm: 0.86 | dt: 134ms | tok/sec: 243,636 | mfu: 3.0% | epoch: 1 | remaining: 128s    
step 01297 (57.2%) | loss: 3.485728 | lrm: 0.86 | dt: 134ms | tok/sec: 243,751 | mfu: 3.0% | epoch: 1 | remaining: 128s    
step 01298 (57.2%) | loss: 3.482736 | lrm: 0.86 | dt: 135ms | tok/sec: 243,161 | mfu: 3.0% | epoch: 1 | remaining: 128s    
step 01299 (57.3%) | loss: 3.502157 | lrm: 0.85 | dt: 135ms | tok/sec: 243,343 | mfu: 3.0% | epoch: 1 | remaining: 128s    
step 01300 (57.3%) | loss: 3.496842 | lrm: 0.85 | dt: 135ms | tok/sec: 243,130 | mfu: 3.0% | epoch: 1 | remaining: 128s    
step 01301 (57.4%) | loss: 3.502613 | lrm: 0.85 | dt: 134ms | tok/sec: 243,957 | mfu: 3.0% | epoch: 1 | remaining: 128s    
step 01302 (57.4%) | loss: 3.491111 | lrm: 0.85 | dt: 135ms | tok/sec: 242,735 | mfu: 3.0% | epoch: 1 | remaining: 128s    
step 01303 (57.4%) | loss: 3.479793 | lrm: 0.85 | dt: 135ms | tok/sec: 242,879 | mfu: 3.0% | epoch: 1 | remaining: 128s    
step 01304 (57.5%) | loss: 3.483239 | lrm: 0.85 | dt: 135ms | tok/sec: 243,416 | mfu: 3.0% | epoch: 1 | remaining: 127s    
step 01305 (57.5%) | loss: 3.480532 | lrm: 0.85 | dt: 134ms | tok/sec: 244,337 | mfu: 3.0% | epoch: 1 | remaining: 127s    
step 01306 (57.6%) | loss: 3.488063 | lrm: 0.85 | dt: 135ms | tok/sec: 243,419 | mfu: 3.0% | epoch: 1 | remaining: 127s    
step 01307 (57.6%) | loss: 3.487068 | lrm: 0.85 | dt: 135ms | tok/sec: 243,330 | mfu: 3.0% | epoch: 1 | remaining: 127s    
step 01308 (57.7%) | loss: 3.496979 | lrm: 0.85 | dt: 134ms | tok/sec: 243,684 | mfu: 3.0% | epoch: 1 | remaining: 127s    
step 01309 (57.7%) | loss: 3.472946 | lrm: 0.85 | dt: 135ms | tok/sec: 243,279 | mfu: 3.0% | epoch: 1 | remaining: 127s    
step 01310 (57.8%) | loss: 3.468377 | lrm: 0.84 | dt: 135ms | tok/sec: 242,809 | mfu: 3.0% | epoch: 1 | remaining: 127s    
step 01311 (57.8%) | loss: 3.458749 | lrm: 0.84 | dt: 135ms | tok/sec: 243,114 | mfu: 3.0% | epoch: 1 | remaining: 126s    
step 01312 (57.8%) | loss: 3.461108 | lrm: 0.84 | dt: 135ms | tok/sec: 243,273 | mfu: 3.0% | epoch: 1 | remaining: 126s    
step 01313 (57.9%) | loss: 3.461213 | lrm: 0.84 | dt: 135ms | tok/sec: 243,279 | mfu: 3.0% | epoch: 1 | remaining: 126s    
step 01314 (57.9%) | loss: 3.466352 | lrm: 0.84 | dt: 135ms | tok/sec: 243,199 | mfu: 3.0% | epoch: 1 | remaining: 126s    
step 01315 (58.0%) | loss: 3.468867 | lrm: 0.84 | dt: 135ms | tok/sec: 243,448 | mfu: 3.0% | epoch: 1 | remaining: 126s    
step 01316 (58.0%) | loss: 3.485066 | lrm: 0.84 | dt: 135ms | tok/sec: 243,407 | mfu: 3.0% | epoch: 1 | remaining: 126s    
step 01317 (58.1%) | loss: 3.483083 | lrm: 0.84 | dt: 135ms | tok/sec: 242,960 | mfu: 3.0% | epoch: 1 | remaining: 126s    
step 01318 (58.1%) | loss: 3.483451 | lrm: 0.84 | dt: 135ms | tok/sec: 243,558 | mfu: 3.0% | epoch: 1 | remaining: 126s    
step 01319 (58.2%) | loss: 3.485576 | lrm: 0.84 | dt: 135ms | tok/sec: 243,245 | mfu: 3.0% | epoch: 1 | remaining: 125s    
step 01320 (58.2%) | loss: 3.486438 | lrm: 0.84 | dt: 135ms | tok/sec: 243,531 | mfu: 3.0% | epoch: 1 | remaining: 125s    
step 01321 (58.2%) | loss: 3.489530 | lrm: 0.84 | dt: 135ms | tok/sec: 242,230 | mfu: 2.9% | epoch: 1 | remaining: 125s    
step 01322 (58.3%) | loss: 3.486633 | lrm: 0.83 | dt: 135ms | tok/sec: 243,198 | mfu: 3.0% | epoch: 1 | remaining: 125s    
step 01323 (58.3%) | loss: 3.493735 | lrm: 0.83 | dt: 135ms | tok/sec: 243,616 | mfu: 3.0% | epoch: 1 | remaining: 125s    
step 01324 (58.4%) | loss: 3.494734 | lrm: 0.83 | dt: 135ms | tok/sec: 243,495 | mfu: 3.0% | epoch: 1 | remaining: 125s    
step 01325 (58.4%) | loss: 3.481334 | lrm: 0.83 | dt: 135ms | tok/sec: 243,085 | mfu: 3.0% | epoch: 1 | remaining: 125s    
step 01326 (58.5%) | loss: 3.471463 | lrm: 0.83 | dt: 135ms | tok/sec: 243,526 | mfu: 3.0% | epoch: 1 | remaining: 124s    
step 01327 (58.5%) | loss: 3.469589 | lrm: 0.83 | dt: 135ms | tok/sec: 243,310 | mfu: 3.0% | epoch: 1 | remaining: 124s    
step 01328 (58.6%) | loss: 3.475681 | lrm: 0.83 | dt: 134ms | tok/sec: 244,144 | mfu: 3.0% | epoch: 1 | remaining: 124s    
step 01329 (58.6%) | loss: 3.483629 | lrm: 0.83 | dt: 135ms | tok/sec: 243,395 | mfu: 3.0% | epoch: 1 | remaining: 124s    
step 01330 (58.7%) | loss: 3.488659 | lrm: 0.83 | dt: 135ms | tok/sec: 243,244 | mfu: 3.0% | epoch: 1 | remaining: 124s    
step 01331 (58.7%) | loss: 3.489499 | lrm: 0.83 | dt: 135ms | tok/sec: 243,488 | mfu: 3.0% | epoch: 1 | remaining: 124s    
step 01332 (58.7%) | loss: 3.492384 | lrm: 0.83 | dt: 134ms | tok/sec: 244,386 | mfu: 3.0% | epoch: 1 | remaining: 124s    
step 01333 (58.8%) | loss: 3.494388 | lrm: 0.82 | dt: 135ms | tok/sec: 243,495 | mfu: 3.0% | epoch: 1 | remaining: 124s    
step 01334 (58.8%) | loss: 3.478715 | lrm: 0.82 | dt: 135ms | tok/sec: 242,952 | mfu: 3.0% | epoch: 1 | remaining: 123s    
step 01335 (58.9%) | loss: 3.481250 | lrm: 0.82 | dt: 134ms | tok/sec: 243,685 | mfu: 3.0% | epoch: 1 | remaining: 123s    
step 01336 (58.9%) | loss: 3.489264 | lrm: 0.82 | dt: 135ms | tok/sec: 243,278 | mfu: 3.0% | epoch: 1 | remaining: 123s    
step 01337 (59.0%) | loss: 3.486839 | lrm: 0.82 | dt: 135ms | tok/sec: 243,445 | mfu: 3.0% | epoch: 1 | remaining: 123s    
step 01338 (59.0%) | loss: 3.481125 | lrm: 0.82 | dt: 135ms | tok/sec: 243,442 | mfu: 3.0% | epoch: 1 | remaining: 123s    
step 01339 (59.1%) | loss: 3.483801 | lrm: 0.82 | dt: 134ms | tok/sec: 243,784 | mfu: 3.0% | epoch: 1 | remaining: 123s    
step 01340 (59.1%) | loss: 3.469844 | lrm: 0.82 | dt: 135ms | tok/sec: 243,386 | mfu: 3.0% | epoch: 1 | remaining: 123s    
step 01341 (59.1%) | loss: 3.460806 | lrm: 0.82 | dt: 135ms | tok/sec: 243,581 | mfu: 3.0% | epoch: 1 | remaining: 122s    
step 01342 (59.2%) | loss: 3.463050 | lrm: 0.82 | dt: 135ms | tok/sec: 243,625 | mfu: 3.0% | epoch: 1 | remaining: 122s    
step 01343 (59.2%) | loss: 3.471757 | lrm: 0.82 | dt: 134ms | tok/sec: 243,700 | mfu: 3.0% | epoch: 1 | remaining: 122s    
step 01344 (59.3%) | loss: 3.471037 | lrm: 0.81 | dt: 135ms | tok/sec: 242,991 | mfu: 3.0% | epoch: 1 | remaining: 122s    
step 01345 (59.3%) | loss: 3.474383 | lrm: 0.81 | dt: 135ms | tok/sec: 242,724 | mfu: 3.0% | epoch: 1 | remaining: 122s    
step 01346 (59.4%) | loss: 3.469099 | lrm: 0.81 | dt: 135ms | tok/sec: 243,423 | mfu: 3.0% | epoch: 1 | remaining: 122s    
step 01347 (59.4%) | loss: 3.459228 | lrm: 0.81 | dt: 134ms | tok/sec: 244,230 | mfu: 3.0% | epoch: 1 | remaining: 122s    
step 01348 (59.5%) | loss: 3.453358 | lrm: 0.81 | dt: 135ms | tok/sec: 243,059 | mfu: 3.0% | epoch: 1 | remaining: 121s    
step 01349 (59.5%) | loss: 3.453358 | lrm: 0.81 | dt: 135ms | tok/sec: 243,318 | mfu: 3.0% | epoch: 1 | remaining: 121s    
step 01350 (59.6%) | loss: 3.451696 | lrm: 0.81 | dt: 135ms | tok/sec: 243,345 | mfu: 3.0% | epoch: 1 | remaining: 121s    
step 01351 (59.6%) | loss: 3.464780 | lrm: 0.81 | dt: 134ms | tok/sec: 243,979 | mfu: 3.0% | epoch: 1 | remaining: 121s    
step 01352 (59.6%) | loss: 3.463311 | lrm: 0.81 | dt: 135ms | tok/sec: 243,240 | mfu: 3.0% | epoch: 1 | remaining: 121s    
step 01353 (59.7%) | loss: 3.473400 | lrm: 0.81 | dt: 135ms | tok/sec: 243,094 | mfu: 3.0% | epoch: 1 | remaining: 121s    
step 01354 (59.7%) | loss: 3.486615 | lrm: 0.81 | dt: 135ms | tok/sec: 243,383 | mfu: 3.0% | epoch: 1 | remaining: 121s    
step 01355 (59.8%) | loss: 3.477532 | lrm: 0.80 | dt: 135ms | tok/sec: 243,430 | mfu: 3.0% | epoch: 1 | remaining: 121s    
step 01356 (59.8%) | loss: 3.469780 | lrm: 0.80 | dt: 135ms | tok/sec: 243,309 | mfu: 3.0% | epoch: 1 | remaining: 120s    
step 01357 (59.9%) | loss: 3.461583 | lrm: 0.80 | dt: 135ms | tok/sec: 242,490 | mfu: 2.9% | epoch: 1 | remaining: 120s    
step 01358 (59.9%) | loss: 3.458131 | lrm: 0.80 | dt: 135ms | tok/sec: 243,107 | mfu: 3.0% | epoch: 1 | remaining: 120s    
step 01359 (60.0%) | loss: 3.462829 | lrm: 0.80 | dt: 135ms | tok/sec: 243,371 | mfu: 3.0% | epoch: 1 | remaining: 120s    
step 01360 (60.0%) | loss: 3.452753 | lrm: 0.80 | dt: 135ms | tok/sec: 243,213 | mfu: 3.0% | epoch: 1 | remaining: 120s    
step 01361 (60.0%) | loss: 3.454695 | lrm: 0.80 | dt: 135ms | tok/sec: 243,293 | mfu: 3.0% | epoch: 1 | remaining: 120s    
step 01362 (60.1%) | loss: 3.452264 | lrm: 0.80 | dt: 135ms | tok/sec: 243,225 | mfu: 3.0% | epoch: 1 | remaining: 120s    
step 01363 (60.1%) | loss: 3.452572 | lrm: 0.80 | dt: 135ms | tok/sec: 243,080 | mfu: 3.0% | epoch: 1 | remaining: 119s    
step 01364 (60.2%) | loss: 3.443719 | lrm: 0.80 | dt: 135ms | tok/sec: 243,412 | mfu: 3.0% | epoch: 1 | remaining: 119s    
step 01365 (60.2%) | loss: 3.443831 | lrm: 0.80 | dt: 135ms | tok/sec: 243,282 | mfu: 3.0% | epoch: 1 | remaining: 119s    
step 01366 (60.3%) | loss: 3.441719 | lrm: 0.79 | dt: 135ms | tok/sec: 243,478 | mfu: 3.0% | epoch: 1 | remaining: 119s    
step 01367 (60.3%) | loss: 3.445754 | lrm: 0.79 | dt: 135ms | tok/sec: 243,372 | mfu: 3.0% | epoch: 1 | remaining: 119s    
step 01368 (60.4%) | loss: 3.455293 | lrm: 0.79 | dt: 135ms | tok/sec: 243,200 | mfu: 3.0% | epoch: 1 | remaining: 119s    
step 01369 (60.4%) | loss: 3.453653 | lrm: 0.79 | dt: 135ms | tok/sec: 243,455 | mfu: 3.0% | epoch: 1 | remaining: 119s    
step 01370 (60.4%) | loss: 3.457344 | lrm: 0.79 | dt: 134ms | tok/sec: 243,665 | mfu: 3.0% | epoch: 1 | remaining: 119s    
step 01371 (60.5%) | loss: 3.471129 | lrm: 0.79 | dt: 135ms | tok/sec: 243,327 | mfu: 3.0% | epoch: 1 | remaining: 118s    
step 01372 (60.5%) | loss: 3.472680 | lrm: 0.79 | dt: 135ms | tok/sec: 243,550 | mfu: 3.0% | epoch: 1 | remaining: 118s    
step 01373 (60.6%) | loss: 3.471851 | lrm: 0.79 | dt: 135ms | tok/sec: 243,341 | mfu: 3.0% | epoch: 1 | remaining: 118s    
step 01374 (60.6%) | loss: 3.482657 | lrm: 0.79 | dt: 135ms | tok/sec: 243,284 | mfu: 3.0% | epoch: 1 | remaining: 118s    
step 01375 (60.7%) | loss: 3.486257 | lrm: 0.79 | dt: 135ms | tok/sec: 242,945 | mfu: 3.0% | epoch: 1 | remaining: 118s    
step 01376 (60.7%) | loss: 3.483505 | lrm: 0.79 | dt: 135ms | tok/sec: 243,201 | mfu: 3.0% | epoch: 1 | remaining: 118s    
step 01377 (60.8%) | loss: 3.480109 | lrm: 0.78 | dt: 135ms | tok/sec: 243,529 | mfu: 3.0% | epoch: 1 | remaining: 118s    
step 01378 (60.8%) | loss: 3.487036 | lrm: 0.78 | dt: 134ms | tok/sec: 244,351 | mfu: 3.0% | epoch: 1 | remaining: 117s    
step 01379 (60.9%) | loss: 3.501891 | lrm: 0.78 | dt: 135ms | tok/sec: 243,308 | mfu: 3.0% | epoch: 1 | remaining: 117s    
step 01380 (60.9%) | loss: 3.498679 | lrm: 0.78 | dt: 135ms | tok/sec: 243,496 | mfu: 3.0% | epoch: 1 | remaining: 117s    
step 01381 (60.9%) | loss: 3.504323 | lrm: 0.78 | dt: 135ms | tok/sec: 243,449 | mfu: 3.0% | epoch: 1 | remaining: 117s    
step 01382 (61.0%) | loss: 3.490575 | lrm: 0.78 | dt: 135ms | tok/sec: 243,426 | mfu: 3.0% | epoch: 1 | remaining: 117s    
step 01383 (61.0%) | loss: 3.480459 | lrm: 0.78 | dt: 135ms | tok/sec: 243,272 | mfu: 3.0% | epoch: 1 | remaining: 117s    
step 01384 (61.1%) | loss: 3.460040 | lrm: 0.78 | dt: 135ms | tok/sec: 243,537 | mfu: 3.0% | epoch: 1 | remaining: 117s    
step 01385 (61.1%) | loss: 3.439675 | lrm: 0.78 | dt: 135ms | tok/sec: 243,602 | mfu: 3.0% | epoch: 1 | remaining: 117s    
step 01386 (61.2%) | loss: 3.456904 | lrm: 0.78 | dt: 135ms | tok/sec: 243,457 | mfu: 3.0% | epoch: 1 | remaining: 116s    
step 01387 (61.2%) | loss: 3.455754 | lrm: 0.78 | dt: 135ms | tok/sec: 243,519 | mfu: 3.0% | epoch: 1 | remaining: 116s    
